Ctrl_Mock_R1_Cell	Ctrl_Mock_R2_Cell	Ctrl_48hpi_R1_Cell	Brf1_Mock_R1_Cell	Brf1_Mock_R2_Cell	Brf1_48hpi_R1_Cell	Brf1_48hpi_R2_Cell	Ctrl_48hpi_R2_Cell
novelGene_ENSMUSG00000022751.9_AS	2	3	0	1	0	0	0	0
novelGene_ENSMUSG00000022771.17_AS	1	0	0	1	0	0	0	0
novelGene_ENSMUSG00000022772.12_AS	2	1	1	1	0	0	1	0
novelGene_ENSMUSG00000022781.8_AS	2	2	0	3	2	0	0	0
novelGene_ENSMUSG00000022788.16_AS	1	0	1	0	1	0	0	0
novelGene_ENSMUSG00000022800.14_AS	1	0	0	0	1	0	0	0
novelGene_ENSMUSG00000022807.9_AS	3	9	3	3	7	0	1	0
novelGene_ENSMUSG00000022808.5_AS	0	0	0	2	0	0	0	0
novelGene_ENSMUSG00000022812.14_AS	4	4	3	8	4	4	0	0
novelGene_ENSMUSG00000022816.11_AS	0	0	0	1	0	1	0	0
novelGene_ENSMUSG00000022817.15_AS	3	0	0	3	3	0	2	0
novelGene_ENSMUSG00000022822.16_AS	1	4	5	6	4	1	1	1
novelGene_ENSMUSG00000022849.5_AS	0	0	0	10	0	8	5	0
novelGene_ENSMUSG00000022855.9_AS	0	0	0	2	0	0	0	0
novelGene_ENSMUSG00000022858.16_AS	28	26	41	15	22	1	0	0
novelGene_ENSMUSG00000022871.13_AS	0	0	0	2	0	1	1	0
novelGene_ENSMUSG00000022889.7_AS	1	2	1	0	0	0	0	0
novelGene_ENSMUSG00000022892.11_AS	9	5	17	7	7	1	0	2
novelGene_ENSMUSG00000022897.15_AS	4	5	1	0	1	0	0	0
novelGene_ENSMUSG00000022898.13_AS	1	0	1	0	0	0	0	2
novelGene_ENSMUSG00000022905.12_AS	6	7	9	5	4	0	1	0
novelGene_ENSMUSG00000022945.12_AS	2	1	4	0	1	0	1	0
novelGene_ENSMUSG00000022952.17_AS	6	3	2	2	6	0	0	0
novelGene_ENSMUSG00000022957.20_AS	1	1	1	10	6	0	0	0
novelGene_ENSMUSG00000022961.18_AS	0	0	0	0	0	4	1	0
novelGene_ENSMUSG00000022964.14_AS	1	0	0	0	1	0	0	0
novelGene_ENSMUSG00000022971.18_AS	0	1	1	0	0	0	0	0
novelGene_ENSMUSG00000022974.12_AS	5	1	6	4	0	0	1	0
novelGene_ENSMUSG00000022983.16_AS	0	0	0	3	0	1	0	1
novelGene_ENSMUSG00000023026.16_AS	1	1	1	2	3	0	0	1
novelGene_ENSMUSG00000023027.13_AS	0	0	2	0	0	0	0	0
novelGene_ENSMUSG00000023050.9_AS	0	1	0	3	0	0	0	0
novelGene_ENSMUSG00000023066.10_AS	2	2	4	1	1	0	0	0
novelGene_ENSMUSG00000023067.14_AS	1	3	1	0	0	2	0	0
novelGene_ENSMUSG00000023079.14_AS	0	0	1	12	3	4	2	0
novelGene_ENSMUSG00000023088.17_AS	4	0	11	7	2	6	1	0
novelGene_ENSMUSG00000023118.15_AS	0	1	2	0	0	0	0	0
novelGene_ENSMUSG00000023150.14_AS	1	0	1	0	1	0	0	0
novelGene_ENSMUSG00000023349.14_AS	0	2	0	0	1	2	0	0
novelGene_ENSMUSG00000023393.15_AS	0	1	1	2	1	0	0	0
novelGene_ENSMUSG00000023460.13_AS	0	0	2	0	0	0	0	0
novelGene_ENSMUSG00000023572.16_AS	0	1	1	0	0	0	0	0
novelGene_ENSMUSG00000023764.18_AS	0	0	0	26	0	5	3	0
novelGene_ENSMUSG00000023764.18_AS_novelGene_ENSMUSG00000020457.13_AS	0	0	0	4	0	1	2	0
novelGene_ENSMUSG00000023805.17_AS	1	1	2	0	0	0	0	0
novelGene_ENSMUSG00000023830.14_AS	0	1	3	0	0	0	0	0
novelGene_ENSMUSG00000023845.7_AS	0	1	1	6	2	0	0	1
novelGene_ENSMUSG00000023852.14_AS	2	3	21	6	4	0	0	0
novelGene_ENSMUSG00000023943.7_AS	0	0	0	0	0	0	2	0
novelGene_ENSMUSG00000023953.9_AS	0	0	0	5	0	0	0	0
novelGene_ENSMUSG00000023963.10_AS	0	0	0	8	0	3	1	0
novelGene_ENSMUSG00000023965.13_AS	8	3	6	2	2	0	0	0
novelGene_ENSMUSG00000023977.15_AS	1	0	1	0	0	0	0	0
novelGene_ENSMUSG00000023990.18_AS	2	5	8	3	1	1	5	1
novelGene_ENSMUSG00000024002.18_AS	15	8	16	10	8	1	2	0
novelGene_ENSMUSG00000024030.7_AS	11	8	5	5	8	0	0	0
novelGene_ENSMUSG00000024036.16_AS	0	0	1	3	1	0	0	0
novelGene_ENSMUSG00000024042.7_AS	3	1	1	0	2	0	0	0
novelGene_ENSMUSG00000024049.15_AS	0	1	0	4	1	0	0	0
novelGene_ENSMUSG00000024052.17_AS	0	1	1	0	0	0	0	0
novelGene_ENSMUSG00000024053.11_AS	7	3	7	2	2	0	0	0
novelGene_ENSMUSG00000024063.13_AS	0	0	0	1	0	0	1	0
novelGene_ENSMUSG00000024073.16_AS	0	1	2	3	0	0	0	0
novelGene_ENSMUSG00000024077.15_AS	3	2	0	0	1	0	0	0
novelGene_ENSMUSG00000024079.4_AS	4	6	8	1	2	2	5	1
novelGene_ENSMUSG00000024084.8_AS	2	0	2	2	0	0	0	0
novelGene_ENSMUSG00000024085.13_AS	0	0	1	1	0	0	0	0
novelGene_ENSMUSG00000024091.9_AS	1	1	3	2	2	0	0	0
novelGene_ENSMUSG00000024095.15_AS	3	0	0	0	1	0	0	0
novelGene_ENSMUSG00000024120.12_AS	1	0	1	2	0	0	1	0
novelGene_ENSMUSG00000024122.16_AS	3	3	2	7	1	0	0	0
novelGene_ENSMUSG00000024150.12_AS	0	3	2	1	0	0	0	0
novelGene_ENSMUSG00000024163.17_AS	1	1	3	0	1	0	0	0
novelGene_ENSMUSG00000024188.16_AS	1	1	0	0	1	0	0	0
novelGene_ENSMUSG00000024205.7_AS	1	0	0	0	1	0	0	0
novelGene_ENSMUSG00000024222.17_AS	0	0	0	5	0	4	0	0
novelGene_ENSMUSG00000024240.13_AS	0	2	9	1	0	0	2	1
novelGene_ENSMUSG00000024241.7_AS	1	2	4	0	0	0	0	0
novelGene_ENSMUSG00000024242.15_AS	4	0	6	3	3	0	0	0
novelGene_ENSMUSG00000024246.9_AS	0	0	0	1	0	1	0	0
novelGene_ENSMUSG00000024248.14_AS	0	0	1	1	0	0	0	0
novelGene_ENSMUSG00000024259.9_AS	1	4	1	2	2	0	0	0
novelGene_ENSMUSG00000024260.14_AS	0	0	0	2	0	0	0	0
novelGene_ENSMUSG00000024269.11_AS	1	1	1	0	0	0	0	0
novelGene_ENSMUSG00000024276.7_AS	0	0	0	2	0	0	0	0
novelGene_ENSMUSG00000024286.8_AS	0	0	0	1	0	6	3	0
novelGene_ENSMUSG00000024293.16_AS	1	2	6	1	3	1	0	0
novelGene_ENSMUSG00000024301.10_AS	0	1	1	0	0	0	0	0
novelGene_ENSMUSG00000024304.14_AS	0	0	0	2	0	0	0	0
novelGene_ENSMUSG00000024308.15_AS_novelGene_ENSMUSG00000041354.16_AS	0	0	1	0	2	0	1	0
novelGene_ENSMUSG00000024317.15_AS	1	0	0	0	2	0	0	0
novelGene_ENSMUSG00000024335.20_AS	4	1	1	0	0	0	0	0
novelGene_ENSMUSG00000024357.10_AS	0	0	0	0	0	4	0	0
novelGene_ENSMUSG00000024392.17_AS	1	2	0	1	0	0	0	0
novelGene_ENSMUSG00000024400.16_AS	0	0	0	2	0	0	0	0
novelGene_ENSMUSG00000024404.7_AS	1	4	0	0	1	0	0	0
novelGene_ENSMUSG00000024423.6_AS	14	12	18	11	5	1	0	3
novelGene_ENSMUSG00000024424.15_AS	0	0	0	9	3	2	5	0
novelGene_ENSMUSG00000024457.16_AS	0	0	0	0	2	0	0	0
novelGene_ENSMUSG00000024477.4_AS	0	0	0	9	0	6	1	0
novelGene_ENSMUSG00000024483.19_AS	5	7	4	3	4	1	1	0
novelGene_ENSMUSG00000024498.16_AS	1	0	0	4	0	5	2	0
novelGene_ENSMUSG00000024507.6_AS	0	0	0	2	0	0	1	0
novelGene_ENSMUSG00000024527.10_AS	2	0	2	2	1	0	0	0
novelGene_ENSMUSG00000024533.17_AS	4	3	2	7	2	2	0	0
novelGene_ENSMUSG00000024535.16_AS	2	1	0	2	0	0	0	0
novelGene_ENSMUSG00000024542.9_AS	0	1	0	0	3	0	0	0
novelGene_ENSMUSG00000024576.14_AS	5	8	12	4	6	0	0	1
novelGene_ENSMUSG00000024581.13_AS	4	1	3	2	2	0	0	0
novelGene_ENSMUSG00000024583.3_AS	1	0	1	0	2	0	0	0
novelGene_ENSMUSG00000024587.10_AS	4	5	4	2	6	0	0	2
novelGene_ENSMUSG00000024589.18_AS	5	1	6	3	5	0	0	0
novelGene_ENSMUSG00000024603.8_AS	3	4	2	1	0	0	1	0
novelGene_ENSMUSG00000024621.16_AS	1	1	0	2	2	0	0	0
novelGene_ENSMUSG00000024622.8_AS	0	0	0	2	0	0	0	0
novelGene_ENSMUSG00000024640.9_AS	1	1	2	2	2	0	0	0
novelGene_ENSMUSG00000024642.17_AS	1	0	3	5	1	0	0	0
novelGene_ENSMUSG00000024644.17_AS	1	2	3	1	4	1	0	3
novelGene_ENSMUSG00000024659.15_AS	6	2	4	0	1	0	0	1
novelGene_ENSMUSG00000024661.7_AS	10	1	4	6	4	8	0	0
novelGene_ENSMUSG00000024665.8_AS	0	0	0	3	0	0	0	0
novelGene_ENSMUSG00000024670.17_AS	0	0	0	0	0	0	2	0
novelGene_ENSMUSG00000024672.11_AS	0	1	2	0	1	0	1	0
novelGene_ENSMUSG00000024691.13_AS	0	0	0	0	0	0	0	2
novelGene_ENSMUSG00000024725.13_AS	3	0	1	0	0	0	0	0
novelGene_ENSMUSG00000024736.15_AS	0	0	0	3	0	0	0	0
novelGene_ENSMUSG00000024750.11_AS	3	2	6	1	3	0	0	0
novelGene_ENSMUSG00000024758.15_AS	1	2	2	1	0	0	0	0
novelGene_ENSMUSG00000024759.14_AS	0	1	1	3	0	0	0	0
novelGene_ENSMUSG00000024776.17_AS	3	2	6	5	4	0	0	2
novelGene_ENSMUSG00000024781.16_AS	0	2	2	2	6	0	0	0
novelGene_ENSMUSG00000024805.16_AS	3	0	1	0	0	0	0	0
novelGene_ENSMUSG00000024807.18_AS	5	4	0	0	2	0	0	1
novelGene_ENSMUSG00000024812.11_AS	1	2	6	3	0	1	0	1
novelGene_ENSMUSG00000024812.11_AS_novelGene_ENSMUSG00000118277.1_AS	0	0	3	0	0	0	0	0
novelGene_ENSMUSG00000024831.14_AS	0	0	0	0	2	0	0	0
novelGene_ENSMUSG00000024833.15_AS	1	0	2	0	1	0	0	0
novelGene_ENSMUSG00000024837.15_AS	0	0	0	10	0	4	3	0
novelGene_ENSMUSG00000024851.14_AS	2	1	1	0	1	1	0	1
novelGene_ENSMUSG00000024900.5_AS	1	1	1	0	2	0	0	0
novelGene_ENSMUSG00000024901.15_AS	0	0	0	0	1	0	0	1
novelGene_ENSMUSG00000024905.15_AS	3	2	1	9	4	3	1	1
novelGene_ENSMUSG00000024908.15_AS	2	1	4	1	7	1	0	0
novelGene_ENSMUSG00000024941.9_AS	1	4	0	1	5	0	0	2
novelGene_ENSMUSG00000024959.14_AS	0	0	1	0	1	1	0	0
novelGene_ENSMUSG00000024965.9_AS_novelGene_ENSMUSG00000024966.9_AS	1	1	0	3	3	0	0	0
novelGene_ENSMUSG00000024966.9_AS	2	6	10	6	6	2	4	3
novelGene_ENSMUSG00000024969.15_AS	0	3	1	0	0	1	0	0
novelGene_ENSMUSG00000024974.10_AS	0	1	0	0	0	1	0	0
novelGene_ENSMUSG00000024985.19_AS	4	1	6	6	3	0	0	2
novelGene_ENSMUSG00000024986.12_AS	1	1	2	2	0	0	0	0
novelGene_ENSMUSG00000024991.8_AS	6	9	5	1	2	0	2	0
novelGene_ENSMUSG00000025006.17_AS	0	0	0	3	0	0	0	0
novelGene_ENSMUSG00000025017.10_AS	0	0	1	2	0	0	1	0
novelGene_ENSMUSG00000025019.17_AS	1	0	0	0	1	0	0	0
novelGene_ENSMUSG00000025024.7_AS	3	3	0	0	2	0	0	0
novelGene_ENSMUSG00000025025.14_AS	0	1	1	0	0	0	0	0
novelGene_ENSMUSG00000025034.9_AS	2	5	7	2	6	0	0	1
novelGene_ENSMUSG00000025041.17_AS	2	0	4	4	2	0	0	0
novelGene_ENSMUSG00000025047.9_AS	1	3	0	0	0	0	0	0
novelGene_ENSMUSG00000025077.13_AS	5	4	0	1	4	1	1	1
novelGene_ENSMUSG00000025078.9_AS	0	1	0	0	0	2	0	0
novelGene_ENSMUSG00000025094.8_AS	0	0	0	0	1	0	0	1
novelGene_ENSMUSG00000025104.13_AS	0	0	0	0	2	0	0	0
novelGene_ENSMUSG00000025139.14_AS	0	2	3	9	9	4	3	0
novelGene_ENSMUSG00000025142.18_AS	1	0	0	1	0	0	0	0
novelGene_ENSMUSG00000025145.13_AS	1	0	1	3	2	0	0	0
novelGene_ENSMUSG00000025171.2_AS	2	1	1	2	1	0	0	0
novelGene_ENSMUSG00000025173.13_AS	0	0	0	0	1	0	0	2
novelGene_ENSMUSG00000025184.10_AS	1	1	2	2	3	0	0	0
novelGene_ENSMUSG00000025185.14_AS	0	0	0	2	0	0	0	0
novelGene_ENSMUSG00000025190.13_AS	0	0	1	0	1	0	0	0
novelGene_ENSMUSG00000025220.8_AS	7	2	8	1	5	1	1	3
novelGene_ENSMUSG00000025228.5_AS	2	2	1	0	0	0	0	0
novelGene_ENSMUSG00000025234.11_AS	2	2	3	4	2	0	1	0
novelGene_ENSMUSG00000025261.17_AS	1	0	0	0	1	0	0	0
novelGene_ENSMUSG00000025278.9_AS	0	0	0	2	0	0	0	0
novelGene_ENSMUSG00000025280.8_AS	0	0	1	3	0	0	1	0
novelGene_ENSMUSG00000025283.15_AS	6	6	2	0	0	0	2	1
novelGene_ENSMUSG00000025314.16_AS	0	4	3	4	5	0	0	0
novelGene_ENSMUSG00000025318.13_AS	1	2	0	1	1	2	0	0
novelGene_ENSMUSG00000025332.14_AS	2	2	2	3	0	1	1	0
novelGene_ENSMUSG00000025337.10_AS	0	5	8	1	2	0	1	1
novelGene_ENSMUSG00000025340.14_AS	4	7	5	0	0	4	2	1
novelGene_ENSMUSG00000025366.8_AS	0	1	0	0	1	0	0	0
novelGene_ENSMUSG00000025420.13_AS	0	0	0	0	0	2	0	0
novelGene_ENSMUSG00000025427.15_AS	0	0	0	3	0	1	0	0
novelGene_ENSMUSG00000025437.15_AS	1	1	1	5	2	0	0	0
novelGene_ENSMUSG00000025473.16_AS	5	2	0	6	4	0	0	0
novelGene_ENSMUSG00000025474.9_AS	0	0	11	0	0	0	3	5
novelGene_ENSMUSG00000025495.15_AS	3	2	4	3	3	0	0	0
novelGene_ENSMUSG00000025503.5_AS	0	0	0	3	0	0	0	0
novelGene_ENSMUSG00000025521.15_AS	1	3	1	1	2	0	1	0
novelGene_ENSMUSG00000025533.15_AS	0	0	0	2	0	2	0	0
novelGene_ENSMUSG00000025534.17_AS	0	0	0	1	0	0	1	0
novelGene_ENSMUSG00000025544.13_AS	2	1	0	3	0	0	0	0
novelGene_ENSMUSG00000025576.17_AS	0	0	0	19	1	0	4	1
novelGene_ENSMUSG00000025584.17_AS	2	0	3	1	0	0	0	0
novelGene_ENSMUSG00000025591.6_AS	1	0	1	2	1	0	0	0
novelGene_ENSMUSG00000025609.15_AS	1	1	2	3	2	0	0	0
novelGene_ENSMUSG00000025612.5_AS	35	32	35	8	16	0	0	3
novelGene_ENSMUSG00000025647.16_AS	1	0	1	0	0	0	0	0
novelGene_ENSMUSG00000025726.11_AS	0	0	0	1	0	2	2	0
novelGene_ENSMUSG00000025730.14_AS	0	2	0	0	0	0	0	0
novelGene_ENSMUSG00000025742.5_AS	0	0	0	0	2	0	0	0
novelGene_ENSMUSG00000025779.10_AS	0	0	0	0	2	0	0	0
novelGene_ENSMUSG00000025785.5_AS	0	0	0	2	0	0	0	0
novelGene_ENSMUSG00000025786.17_AS	2	1	1	2	4	0	0	0
novelGene_ENSMUSG00000025790.14_AS	0	0	1	0	0	0	1	0
novelGene_ENSMUSG00000025795.8_AS_novelGene_ENSMUSG00000112009.1_AS	0	0	0	1	1	0	0	0
novelGene_ENSMUSG00000025809.15_AS	1	3	4	3	1	1	0	0
novelGene_ENSMUSG00000025815.13_AS	0	0	0	0	0	2	0	0
novelGene_ENSMUSG00000025816.15_AS	0	2	2	0	0	0	0	0
novelGene_ENSMUSG00000025823.9_AS	0	0	0	2	0	0	1	0
novelGene_ENSMUSG00000025854.15_AS	1	3	3	0	0	1	1	1
novelGene_ENSMUSG00000025855.13_AS	0	0	2	0	0	0	0	0
novelGene_ENSMUSG00000025856.15_AS	0	1	1	0	0	0	0	0
novelGene_ENSMUSG00000025858.12_AS	0	0	0	0	0	2	0	0
novelGene_ENSMUSG00000025860.15_AS	0	1	2	2	0	0	0	0
novelGene_ENSMUSG00000025873.16_AS	0	0	0	3	0	0	0	0
novelGene_ENSMUSG00000025885.18_AS	1	0	0	2	2	0	1	0
novelGene_ENSMUSG00000025894.11_AS	0	2	0	0	0	0	0	0
novelGene_ENSMUSG00000025898.6_AS	0	0	1	2	0	4	0	0
novelGene_ENSMUSG00000025907.14_AS	0	0	0	2	0	0	0	0
novelGene_ENSMUSG00000025915.14_AS	0	0	2	1	0	0	0	0
novelGene_ENSMUSG00000025937.6_AS	1	1	0	1	0	0	0	0
novelGene_ENSMUSG00000025949.16_AS	6	6	8	6	5	3	3	1
novelGene_ENSMUSG00000025969.15_AS	7	8	8	3	4	1	2	1
novelGene_ENSMUSG00000025979.13_AS	9	2	5	2	4	0	1	0
novelGene_ENSMUSG00000025982.13_AS	7	2	9	2	5	0	0	0
novelGene_ENSMUSG00000026005.15_AS	0	1	2	0	2	0	0	0
novelGene_ENSMUSG00000026014.15_AS	0	0	5	1	0	0	0	0
novelGene_ENSMUSG00000026020.9_AS	1	0	0	0	1	0	0	0
novelGene_ENSMUSG00000026023.16_AS	1	1	1	0	1	1	0	0
novelGene_ENSMUSG00000026028.12_AS	2	1	2	0	0	0	0	0
novelGene_ENSMUSG00000026031.15_AS	10	2	5	2	3	1	0	0
novelGene_ENSMUSG00000026034.17_AS	0	0	3	0	3	0	0	0
novelGene_ENSMUSG00000026064.16_AS_novelGene_ENSMUSG00000117310.2_AS	10	14	11	3	6	2	0	0
novelGene_ENSMUSG00000026070.15_AS	0	0	0	1	0	2	0	0
novelGene_ENSMUSG00000026074.15_AS	3	1	8	0	1	0	0	0
novelGene_ENSMUSG00000026082.11_AS	4	0	9	2	2	0	0	0
novelGene_ENSMUSG00000026103.14_AS	0	0	2	0	0	0	0	0
novelGene_ENSMUSG00000026104.14_AS_novelGene_ENSMUSG00000101628.1_AS	1	0	0	0	1	0	0	0
novelGene_ENSMUSG00000026110.15_AS	4	0	9	2	1	0	0	2
novelGene_ENSMUSG00000026113.17_AS	7	8	9	7	7	1	0	1
novelGene_ENSMUSG00000026114.14_AS	0	0	0	1	0	2	0	0
novelGene_ENSMUSG00000026116.11_AS	2	0	0	0	0	0	0	0
novelGene_ENSMUSG00000026123.11_AS	3	2	1	0	2	1	1	0
novelGene_ENSMUSG00000026131.20_AS	2	3	1	0	0	0	0	0
novelGene_ENSMUSG00000026155.13_AS	1	0	1	0	0	0	0	0
novelGene_ENSMUSG00000026159.13_AS	1	0	0	1	1	0	0	0
novelGene_ENSMUSG00000026177.11_AS	0	0	0	2	0	0	0	0
novelGene_ENSMUSG00000026188.11_AS	0	0	0	2	0	0	0	0
novelGene_ENSMUSG00000026189.13_AS	3	1	0	0	0	0	2	1
novelGene_ENSMUSG00000026196.7_AS	4	4	2	9	1	16	1	3
novelGene_ENSMUSG00000026213.15_AS	0	0	0	6	0	5	5	0
novelGene_ENSMUSG00000026219.14_AS	4	3	7	5	3	0	0	0
novelGene_ENSMUSG00000026223.15_AS	1	0	0	2	1	0	0	0
novelGene_ENSMUSG00000026234.12_AS	1	6	4	3	4	0	1	1
novelGene_ENSMUSG00000026245.16_AS	1	1	0	1	4	0	0	0
novelGene_ENSMUSG00000026270.11_AS	1	0	0	0	1	0	0	0
novelGene_ENSMUSG00000026271.15_AS	0	2	0	0	0	0	0	0
novelGene_ENSMUSG00000026276.20_AS	0	1	1	0	0	0	0	0
novelGene_ENSMUSG00000026277.14_AS	1	0	0	1	0	1	0	0
novelGene_ENSMUSG00000026305.15_AS	7	3	3	0	2	0	0	3
novelGene_ENSMUSG00000026309.14_AS	0	0	0	2	2	0	0	0
novelGene_ENSMUSG00000026313.16_AS	5	2	1	4	4	0	0	1
novelGene_ENSMUSG00000026339.18_AS	1	0	2	0	1	1	1	0
novelGene_ENSMUSG00000026341.16_AS	2	1	1	0	0	0	0	0
novelGene_ENSMUSG00000026342.10_AS	0	0	0	4	0	0	0	0
novelGene_ENSMUSG00000026349.14_AS	1	0	0	1	0	0	0	0
novelGene_ENSMUSG00000026353.9_AS	0	0	0	0	0	2	0	0
novelGene_ENSMUSG00000026355.11_AS	1	0	1	0	0	0	0	0
novelGene_ENSMUSG00000026356.15_AS	1	0	0	0	2	0	0	0
novelGene_ENSMUSG00000026384.13_AS	0	0	1	2	0	5	0	1
novelGene_ENSMUSG00000026393.10_AS	3	8	5	2	7	4	4	3
novelGene_ENSMUSG00000026395.16_AS	3	1	7	2	1	0	0	1
novelGene_ENSMUSG00000026398.14_AS	0	0	0	1	0	0	1	0
novelGene_ENSMUSG00000026405.14_AS	0	0	0	1	0	1	1	0
novelGene_ENSMUSG00000026425.15_AS	0	0	1	1	1	0	0	0
novelGene_ENSMUSG00000026430.16_AS	1	0	1	0	2	0	0	0
novelGene_ENSMUSG00000026436.15_AS	2	2	1	1	4	0	0	0
novelGene_ENSMUSG00000026466.16_AS	12	19	25	7	9	1	2	1
novelGene_ENSMUSG00000026469.14_AS	0	0	1	0	1	0	0	0
novelGene_ENSMUSG00000026475.7_AS	0	0	0	1	1	0	1	0
novelGene_ENSMUSG00000026480.12_AS	0	3	2	3	2	0	0	2
novelGene_ENSMUSG00000026483.13_AS	0	2	4	2	3	0	0	0
novelGene_ENSMUSG00000026491.13_AS	2	1	1	0	1	0	0	0
novelGene_ENSMUSG00000026499.5_AS	0	2	4	0	2	0	0	0
novelGene_ENSMUSG00000026510.10_AS	2	0	2	2	0	0	0	1
novelGene_ENSMUSG00000026516.8_AS	1	1	0	0	0	0	0	0
novelGene_ENSMUSG00000026565.18_AS	1	1	0	4	0	0	0	0
novelGene_ENSMUSG00000026594.14_AS	0	0	0	5	0	8	1	0
novelGene_ENSMUSG00000026596.13_AS	4	4	6	1	3	0	0	0
novelGene_ENSMUSG00000026600.12_AS	4	4	2	1	8	0	0	0
novelGene_ENSMUSG00000026615.14_AS	0	0	0	2	0	1	1	0
novelGene_ENSMUSG00000026626.11_AS	1	2	4	2	3	0	2	4
novelGene_ENSMUSG00000026627.7_AS	16	16	15	18	27	0	2	3
novelGene_ENSMUSG00000026628.13_AS	2	0	0	1	0	0	0	0
novelGene_ENSMUSG00000026643.16_AS	0	1	0	1	0	1	0	0
novelGene_ENSMUSG00000026648.18_AS	4	4	9	11	8	0	0	2
novelGene_ENSMUSG00000026662.13_AS	2	1	3	0	1	0	0	0
novelGene_ENSMUSG00000026667.14_AS	5	3	7	10	3	0	0	0
novelGene_ENSMUSG00000026688.5_AS	0	0	2	0	0	0	0	0
novelGene_ENSMUSG00000026701.15_AS	1	1	0	0	0	0	0	0
novelGene_ENSMUSG00000026712.3_AS	2	5	3	11	4	0	0	1
novelGene_ENSMUSG00000026728.9_AS	7	4	5	3	3	5	7	1
novelGene_ENSMUSG00000026737.12_AS	4	4	5	4	1	0	0	0
novelGene_ENSMUSG00000026743.16_AS	1	1	2	0	0	0	0	0
novelGene_ENSMUSG00000026753.5_AS	0	1	1	0	1	1	0	0
novelGene_ENSMUSG00000026754.16_AS	0	0	0	0	2	0	0	0
novelGene_ENSMUSG00000026755.14_AS	3	2	0	0	3	0	0	0
novelGene_ENSMUSG00000026773.19_AS	5	1	1	1	0	2	2	0
novelGene_ENSMUSG00000026781.17_AS	0	0	2	0	0	0	0	0
novelGene_ENSMUSG00000026782.15_AS	0	0	1	0	1	0	0	0
novelGene_ENSMUSG00000026788.13_AS	6	1	1	0	4	0	0	1
novelGene_ENSMUSG00000026792.16_AS	0	0	0	0	1	1	0	0
novelGene_ENSMUSG00000026796.16_AS	0	2	0	0	0	0	0	1
novelGene_ENSMUSG00000026797.16_AS	0	0	0	6	1	4	0	0
novelGene_ENSMUSG00000026811.18_AS	0	0	0	2	0	0	1	0
novelGene_ENSMUSG00000026827.12_AS	6	5	2	1	3	0	0	0
novelGene_ENSMUSG00000026851.9_AS	0	0	1	2	0	0	0	1
novelGene_ENSMUSG00000026869.12_AS	0	0	1	1	0	0	0	0
novelGene_ENSMUSG00000026872.18_AS	2	2	5	12	7	0	1	0
novelGene_ENSMUSG00000026874.10_AS	1	0	0	5	0	9	0	0
novelGene_ENSMUSG00000026890.19_AS	0	0	0	2	0	0	1	0
novelGene_ENSMUSG00000026915.16_AS	0	0	2	2	1	9	1	0
novelGene_ENSMUSG00000026917.15_AS	1	1	1	0	0	0	0	0
novelGene_ENSMUSG00000026925.16_AS	2	1	0	0	0	0	0	0
novelGene_ENSMUSG00000026970.16_AS	0	0	0	0	3	0	0	0
novelGene_ENSMUSG00000026987.16_AS	2	4	7	6	2	0	0	0
novelGene_ENSMUSG00000026994.9_AS	1	0	0	7	0	6	2	0
novelGene_ENSMUSG00000027002.13_AS	0	0	0	0	0	3	0	0
novelGene_ENSMUSG00000027010.16_AS	0	1	0	0	0	1	0	0
novelGene_ENSMUSG00000027011.14_AS	0	1	0	0	1	0	0	0
novelGene_ENSMUSG00000027014.14_AS	0	0	0	1	1	0	0	0
novelGene_ENSMUSG00000027071.14_AS	0	0	0	3	1	0	4	0
novelGene_ENSMUSG00000027075.16_AS	0	0	0	1	0	1	0	0
novelGene_ENSMUSG00000027087.11_AS	0	1	3	0	0	0	0	0
novelGene_ENSMUSG00000027108.15_AS	0	0	0	0	0	3	0	0
novelGene_ENSMUSG00000027109.16_AS	2	0	4	1	2	0	0	0
novelGene_ENSMUSG00000027130.15_AS	0	0	1	0	1	0	0	0
novelGene_ENSMUSG00000027163.13_AS	0	3	2	2	1	0	0	0
novelGene_ENSMUSG00000027164.8_AS	2	1	3	3	2	0	0	0
novelGene_ENSMUSG00000027177.14_AS	2	1	1	1	0	0	0	0
novelGene_ENSMUSG00000027180.12_AS	2	1	1	0	0	0	0	0
novelGene_ENSMUSG00000027184.14_AS	1	0	3	0	0	0	0	0
novelGene_ENSMUSG00000027185.15_AS	0	2	0	0	0	0	0	0
novelGene_ENSMUSG00000027189.16_AS	1	0	1	0	2	0	0	0
novelGene_ENSMUSG00000027193.12_AS	0	1	1	0	0	0	0	0
novelGene_ENSMUSG00000027201.16_AS	6	3	15	5	5	0	0	1
novelGene_ENSMUSG00000027206.13_AS	7	9	11	9	4	0	0	1
novelGene_ENSMUSG00000027227.7_AS	0	0	0	1	1	4	2	0
novelGene_ENSMUSG00000027247.16_AS	1	0	0	1	0	0	0	0
novelGene_ENSMUSG00000027261.2_AS	0	0	1	0	1	0	0	0
novelGene_ENSMUSG00000027263.12_AS	1	1	1	1	5	0	0	0
novelGene_ENSMUSG00000027276.7_AS	0	3	2	1	0	10	1	0
novelGene_ENSMUSG00000027284.16_AS	0	0	2	1	5	1	0	1
novelGene_ENSMUSG00000027288.16_AS	2	0	1	0	0	0	0	0
novelGene_ENSMUSG00000027303.18_AS	2	0	0	0	0	0	0	0
